State,County,TotalCases,TotalDeaths,Dec2020Cases,Dec2020Deaths
Nebraska,Wayne,104587,603.0,25482,169.0
New Mexico,Quay,41316,912.0,9472,173.0
North Dakota,Rolette,204220,2660.0,52892,598.0
Ohio,Hocking,156940,3757.0,34408,625.0
Oregon,Coos,100097,969.0,18806,151.0
South Dakota,Sanborn,35564,272.0,9167,86.0
Texas,Dimmit,103086,1912.0,15643,302.0
West Virginia,Monroe,80145,1625.0,15596,327.0
West Virginia,Summers,53244,1578.0,10671,383.0
Wisconsin,Price,116637,580.0,28557,135.0
Alabama,Geneva,244111,3416.0,44898,455.0
Georgia,Evans,115468,2043.0,18566,403.0
Indiana,Benton,81534,721.0,19214,147.0
Indiana,Pike,112674,3119.0,23221,726.0
Kansas,Kearny,61666,1159.0,14075,253.0
Kansas,Stanton,23563,376.0,4826,62.0
Kentucky,Morgan,109313,8.0,13566,0.0
Kentucky,Owsley,35485,770.0,8425,172.0
Kentucky,Trigg,87923,368.0,16843,66.0
Minnesota,Red Lake,33634,439.0,8592,95.0
Minnesota,Rock,120478,1224.0,29453,307.0
Minnesota,Todd,302381,2788.0,65167,615.0
Nebraska,Dakota,743366,13011.0,106956,1622.0
South Dakota,Sully,13343,283.0,3157,93.0
South Dakota,Walworth,74994,1529.0,17794,416.0
West Virginia,Grant,89977,2234.0,18647,409.0
West Virginia,Mingo,188582,3033.0,36662,576.0
Wyoming,Big Horn,88302,2215.0,19968,471.0
Arkansas,Jackson,301563,2349.0,75923,457.0
Illinois,Johnson,124843,1226.0,27175,377.0
Iowa,Cass,125541,3904.0,29252,1065.0
Michigan,Montmorency,29940,968.0,7787,188.0
Nevada,Churchill,153817,3760.0,36161,885.0
North Carolina,Jackson,308028,2890.0,57230,405.0
Oklahoma,Alfalfa,87557,316.0,21885,70.0
South Dakota,Hyde,15272,57.0,3988,6.0
Tennessee,Lake,286539,1686.0,40466,311.0
Tennessee,Van Buren,69752,799.0,14569,140.0
Texas,Motley,7128,410.0,1561,79.0
Virginia,Falls Church city,31794,1933.0,4451,186.0
Wisconsin,Green Lake,211412,1453.0,49923,352.0
Illinois,Clay,133533,3706.0,33688,895.0
Kansas,Dickinson,140078,2233.0,30601,404.0
Kentucky,Casey,123193,4337.0,24592,741.0
Kentucky,Garrard,116980,695.0,25161,124.0
Kentucky,Livingston,59032,1021.0,12883,128.0
Nebraska,Saline,293569,644.0,51252,93.0
North Carolina,Tyrrell,33557,679.0,4858,93.0
Oklahoma,Johnston,106257,1228.0,21124,189.0
Oregon,Jefferson,200346,2630.0,36278,409.0
Texas,Armstrong,12036,498.0,2666,123.0
Texas,Duval,130185,4358.0,23056,804.0
Texas,Wilbarger,151535,3402.0,32885,722.0
West Virginia,Lincoln,97648,942.0,18224,208.0
Wisconsin,Washburn,118834,1366.0,29735,297.0
Alaska,Nome Census Area,35452,0.0,7998,0.0
Illinois,Union,240183,6812.0,45015,913.0
Kansas,Smith,22436,134.0,5936,31.0
Michigan,Alcona,37933,1746.0,9227,324.0
Minnesota,Norman,48868,795.0,12248,242.0
Missouri,Daviess,58508,1034.0,12779,264.0
Missouri,Holt,39938,790.0,9482,200.0
Missouri,Miller,248182,4237.0,56024,1081.0
Montana,Pondera,45281,326.0,11143,93.0
Nebraska,Morrill,51026,1013.0,11920,235.0
Ohio,Harrison,70628,1268.0,15117,93.0
Tennessee,Moore,84234,797.0,16920,130.0
Texas,Bosque,122719,2628.0,20413,497.0
Texas,Freestone,140202,2582.0,23544,582.0
Utah,Sevier,156740,723.0,35006,177.0
Alaska,Kodiak Island Borough,84903,228.0,21430,30.0
Illinois,Alexander,44393,661.0,9527,159.0
Michigan,Baraga,67579,2696.0,18361,817.0
Minnesota,Mille Lacs,218000,4869.0,58134,1199.0
Nebraska,Howard,58279,1932.0,13042,277.0
Nebraska,Nance,38699,685.0,10349,153.0
South Dakota,Moody,65258,1415.0,15222,409.0
Texas,La Salle,105775,2494.0,15599,434.0
Texas,Marion,50465,3272.0,6983,526.0
Texas,Red River,68017,4697.0,10587,629.0
Texas,Roberts,5566,87.0,1101,31.0
Texas,Sherman,20080,713.0,3143,104.0
Virginia,Essex,59978,459.0,9033,62.0
Illinois,Henderson,47492,980.0,11087,156.0
Illinois,Wayne,158793,4729.0,35846,1164.0
Kansas,Chase,31208,410.0,6515,93.0
Kansas,Sherman,62023,818.0,15892,217.0
Kansas,Wilson,68903,875.0,15559,150.0
Minnesota,Aitkin,108658,3180.0,28696,961.0
Nebraska,Butler,90979,1041.0,21511,281.0
Nebraska,Red Willow,100895,675.0,25484,167.0
Oklahoma,Haskell,116208,1083.0,22870,216.0
Oklahoma,McIntosh,171567,2636.0,33201,440.0
Oklahoma,Woods,98411,471.0,23321,99.0
Tennessee,Rhea,408235,5982.0,76910,1269.0
Texas,Zavala,153660,4211.0,26725,755.0
Illinois,Hamilton,66948,1187.0,15419,234.0
Michigan,Benzie,74640,2269.0,17955,500.0
Minnesota,Kittson,34487,1545.0,9705,436.0
Missouri,Lewis,66132,563.0,15139,72.0
Missouri,Marion,291415,3644.0,65614,667.0
Nebraska,Furnas,42543,602.0,10189,117.0
Nevada,Mineral,20813,375.0,5035,122.0
New Mexico,Guadalupe,50041,598.0,12496,94.0
Oklahoma,Harper,35676,347.0,9532,79.0
Tennessee,Crockett,219259,5236.0,43308,900.0
Texas,Carson,29618,795.0,6788,155.0
Texas,Yoakum,98891,2384.0,21563,487.0
Utah,Sanpete,258822,1235.0,55768,231.0
Kansas,Sheridan,44177,0.0,10921,0.0
Kentucky,Clay,203536,2107.0,40815,248.0
Kentucky,Fulton,54794,678.0,10341,124.0
Maine,Piscataquis,13833,82.0,2518,31.0
Minnesota,Marshall,71849,1314.0,19318,341.0
Minnesota,Morrison,321013,4205.0,84699,1129.0
Missouri,Audrain,237934,3973.0,50338,840.0
North Dakota,Nelson,48826,1220.0,12015,310.0
Texas,Childress,126226,781.0,33491,132.0
Texas,Houston,157889,3544.0,26951,614.0
Texas,Parmer,158098,4378.0,29351,899.0
Illinois,Cass,195485,4156.0,41195,818.0
Illinois,White,128074,2393.0,27736,516.0
Kansas,Haskell,47653,158.0,10141,31.0
Minnesota,Chippewa,148387,2587.0,35462,555.0
Nebraska,Dixon,61662,914.0,14037,155.0
Texas,Hartley,46508,583.0,8490,62.0
Illinois,Hardin,27308,607.0,5738,136.0
Iowa,Cherokee,149115,2224.0,34190,441.0
Iowa,Humboldt,119999,1825.0,27414,422.0
Kentucky,Hickman,31804,516.0,6385,101.0
Minnesota,Pennington,103968,1350.0,25669,343.0
Nevada,Lander,45330,817.0,10077,160.0
Oklahoma,Cimarron,12589,64.0,2859,13.0
Virginia,Norton city,20195,136.0,3743,10.0
Virginia,Patrick,107869,4803.0,19098,868.0
Kansas,Edwards,27818,0.0,6732,0.0
Missouri,Carroll,80042,1523.0,17376,304.0
Missouri,Mississippi,145057,1728.0,32280,284.0
Nebraska,Fillmore,47839,854.0,11919,176.0
North Dakota,Wells,45317,618.0,11464,144.0
Texas,Brooks,88062,4658.0,15782,813.0
Texas,Wheeler,43136,727.0,9617,206.0
Virginia,Highland,6262,0.0,1171,0.0
Arkansas,Fulton,100584,3342.0,21735,640.0
Kansas,Clark,27027,576.0,5282,124.0
Kansas,Gray,67015,764.0,15148,166.0
Kansas,Kiowa,22404,192.0,4896,0.0
Kansas,Rice,84651,177.0,19935,31.0
Kentucky,Carlisle,40060,296.0,8178,31.0
Nebraska,Greeley,19969,122.0,5020,20.0
Nebraska,Sherman,18447,547.0,4492,124.0
New Mexico,Harding,966,0.0,220,0.0
Texas,Cochran,26466,983.0,5658,182.0
Texas,Jim Hogg,51207,1380.0,8428,290.0
Kansas,Grant,119014,1985.0,26878,408.0
Kansas,Meade,53978,514.0,11078,124.0
Montana,Wheatland,16295,640.0,3809,186.0
South Dakota,Stanley,33140,156.0,7836,54.0
Texas,Nolan,144233,3139.0,30858,456.0
Texas,Ochiltree,106280,2064.0,24206,327.0
Wisconsin,Vernon,180409,2627.0,43147,603.0
Idaho,Lemhi,59127,882.0,13870,265.0
Nebraska,Thurston,103404,1268.0,19596,233.0
New Mexico,Union,36091,846.0,9760,201.0
North Carolina,Madison,100620,2235.0,21000,554.0
North Dakota,Pembina,80158,896.0,21151,266.0
South Dakota,McPherson,22516,232.0,5168,31.0
West Virginia,Gilmer,46393,284.0,8635,13.0
Alaska,Sitka City and Borough,32304,0.0,7497,0.0
Nebraska,Jefferson,57027,54.0,15365,3.0
North Dakota,Ransom,64208,1229.0,15774,315.0
South Dakota,Hand,36877,341.0,9400,50.0
West Virginia,Calhoun,16794,0.0,3311,0.0
Iowa,Pocahontas,92269,1191.0,20221,201.0
Nebraska,Cedar,63926,768.0,15476,199.0
Nebraska,Valley,29768,281.0,7096,80.0
North Carolina,Camden,45778,771.0,7282,133.0
Oklahoma,Pushmataha,86852,1004.0,15513,186.0
South Dakota,Douglas,45862,876.0,10743,189.0
Texas,Cottle,16500,904.0,3461,147.0
West Virginia,Pocahontas,45274,608.0,9279,149.0
Arkansas,Montgomery,63458,2349.0,12728,429.0
California,Mariposa,35426,688.0,5803,117.0
Kansas,Nemaha,145305,4012.0,38539,1169.0
Kentucky,Metcalfe,76364,1264.0,16093,204.0
Kentucky,Owen,50855,673.0,10152,111.0
Minnesota,Wadena,118488,1336.0,31466,293.0
North Carolina,Graham,55911,1480.0,9975,341.0
Ohio,Vinton,59931,1459.0,12668,242.0
Oregon,Harney,17024,291.0,3717,34.0
South Dakota,Buffalo,61075,1457.0,12413,304.0
Texas,Lipscomb,26107,727.0,5750,156.0
Texas,Runnels,110206,2682.0,20298,444.0
Virginia,Grayson,114649,3793.0,20555,692.0
Virginia,Martinsville city,148107,4468.0,26587,821.0
Iowa,Davis,76867,2038.0,17638,445.0
Kansas,Cheyenne,33805,1145.0,7573,297.0
Nebraska,Frontier,16570,109.0,4082,31.0
New Mexico,Sierra,59185,2880.0,14272,615.0
North Carolina,Hyde,51606,873.0,7120,155.0
North Carolina,Swain,94925,1227.0,16251,177.0
South Dakota,Day,60872,1899.0,14658,479.0
Kansas,Harper,56022,1551.0,11713,455.0
Nebraska,Hitchcock,18924,221.0,4629,53.0
Texas,Garza,38368,2123.0,6742,482.0
Texas,Glasscock,8826,105.0,2099,29.0
Illinois,Brown,55041,904.0,12185,262.0
Iowa,Calhoun,141056,1201.0,35307,256.0
Iowa,Floyd,162478,3692.0,37303,837.0
Iowa,Sac,130188,1386.0,30275,335.0
Iowa,Wayne,46666,2006.0,10547,553.0
Kansas,Norton,136875,2874.0,35424,746.0
Minnesota,Kanabec,100493,2457.0,25922,527.0
North Dakota,Renville,32764,1088.0,8294,321.0
Texas,Brewster,107061,1117.0,24715,203.0
Wisconsin,Lincoln,294525,5955.0,72938,1587.0
Minnesota,Grant,45871,1123.0,10707,205.0
Nebraska,Keith,61183,223.0,15581,48.0
Texas,Briscoe,10786,367.0,2168,52.0
Texas,Coleman,50087,1842.0,8835,348.0
Georgia,Taliaferro,9373,3.0,1428,0.0
Iowa,Monroe,86665,3227.0,16688,464.0
Missouri,Lawrence,300813,6004.0,66181,1320.0
Missouri,Sullivan,95984,1021.0,18914,251.0
Nebraska,Holt,77844,1331.0,18545,327.0
North Carolina,Yancey,120628,959.0,25478,133.0
West Virginia,Ritchie,39048,618.0,8139,179.0
Kansas,Brown,113210,2431.0,28385,461.0
Kansas,Ellsworth,109829,425.0,28632,124.0
Nebraska,Boone,49480,298.0,11892,82.0
Oklahoma,Blaine,80518,467.0,16863,74.0
Texas,Refugio,79128,2871.0,12435,513.0
Minnesota,Pope,78013,342.0,19918,84.0
North Dakota,Mercer,118873,912.0,29784,253.0
Puerto Rico,Adjuntas,55026,,9858,
Puerto Rico,Aguada,124581,,24127,
Puerto Rico,Aguadilla,164327,,32055,
Puerto Rico,Aguas Buenas,107304,,19155,
Puerto Rico,Aibonito,62503,,11982,
Puerto Rico,Anasco,91195,,18219,
Puerto Rico,Arecibo,308581,,62242,
Puerto Rico,Arroyo,48576,,8638,
Puerto Rico,Barceloneta,82174,,16844,
Puerto Rico,Barranquitas,151374,,28680,
Puerto Rico,Bayamon,1196261,,225598,
Puerto Rico,Cabo Rojo,118702,,21859,
Puerto Rico,Caguas,612673,,120516,
Puerto Rico,Camuy,118724,,25473,
Puerto Rico,Canovanas,223677,,40721,
Puerto Rico,Carolina,948645,,182816,
Puerto Rico,Catano,146768,,27999,
Puerto Rico,Cayey,146410,,28732,
Puerto Rico,Ceiba,47037,,8629,
Puerto Rico,Ciales,90056,,17463,
Puerto Rico,Cidra,129304,,24375,
Puerto Rico,Coamo,107078,,20031,
Puerto Rico,Comerio,81859,,15488,
Puerto Rico,Corozal,202069,,40214,
Puerto Rico,Dorado,263313,,51649,
Puerto Rico,Fajardo,162156,,28616,
Puerto Rico,Florida,92187,,17803,
Puerto Rico,Guanica,36123,,6668,
Puerto Rico,Guayama,100839,,19115,
Puerto Rico,Guayanilla,58885,,10397,
Puerto Rico,Guaynabo,556161,,102402,
Puerto Rico,Gurabo,201083,,38718,
Puerto Rico,Hatillo,114132,,24045,
Puerto Rico,Hormigueros,53037,,9701,
Puerto Rico,Humacao,186389,,34862,
Puerto Rico,Isabela,121787,,24072,
Puerto Rico,Jayuya,67718,,11312,
Puerto Rico,Juana Diaz,124817,,23088,
Puerto Rico,Juncos,166336,,31414,
Puerto Rico,Lajas,50507,,8853,
Puerto Rico,Lares,111680,,21103,
Puerto Rico,Las Marias,29522,,5215,
Puerto Rico,Las Piedras,158456,,28986,
Puerto Rico,Loiza,104129,,19933,
Puerto Rico,Luquillo,78123,,13651,
Puerto Rico,Manati,185557,,36247,
Puerto Rico,Maunabo,41312,,7762,
Puerto Rico,Mayaguez,250816,,44289,
Puerto Rico,Moca,146389,,29430,
Puerto Rico,Morovis,161392,,30124,
Puerto Rico,Naguabo,88003,,17059,
Puerto Rico,Naranjito,198090,,37546,
Puerto Rico,Orocovis,105672,,18476,
Puerto Rico,Patillas,51878,,9105,
Puerto Rico,Penuelas,52559,,10846,
Puerto Rico,Ponce,332166,,61620,
Puerto Rico,Quebradillas,76800,,15712,
Puerto Rico,Rincon,55887,,9799,
Puerto Rico,Rio Grande,207045,,37820,
Puerto Rico,Sabana Grande,56841,,9321,
Puerto Rico,Salinas,135512,,25307,
Puerto Rico,San German,79040,,13436,
Puerto Rico,San Juan,2332142,,437197,
Puerto Rico,San Lorenzo,169729,,32449,
Puerto Rico,San Sebastian,192501,,40686,
Puerto Rico,Santa Isabel,66813,,13033,
Puerto Rico,Toa Alta,438081,,85341,
Puerto Rico,Toa Baja,466328,,91302,
Puerto Rico,Trujillo Alto,361699,,68845,
Puerto Rico,Utuado,84276,,18602,
Puerto Rico,Vega Alta,226935,,44458,
Puerto Rico,Vega Baja,313914,,60808,
Puerto Rico,Villalba,78133,,16683,
Puerto Rico,Yabucoa,110891,,20274,
Puerto Rico,Yauco,135308,,25337,
Texas,Bailey,95935,1712.0,19802,315.0
Texas,Coke,41902,1389.0,9558,292.0
Texas,Collingsworth,20034,500.0,4902,105.0
Colorado,San Juan,3752,0.0,775,0.0
Nebraska,Thomas,5102,26.0,1280,0.0
Oregon,Baker,55586,663.0,11688,133.0
South Dakota,Grant,95407,2723.0,23704,642.0
South Dakota,Ziebach,34763,806.0,8247,219.0
West Virginia,Clay,29479,605.0,6256,102.0
Wisconsin,Forest,118261,3099.0,26151,691.0
Alaska,Valdez-Cordova Census Area,50497,232.0,9317,78.0
Colorado,Cheyenne,10823,343.0,2546,88.0
Colorado,Conejos,35650,353.0,8041,99.0
Georgia,Glascock,21337,788.0,3899,80.0
Kentucky,Harlan,205984,3994.0,38959,506.0
Minnesota,Lake,62211,1222.0,15515,366.0
North Dakota,Benson,128115,2221.0,27986,477.0
North Dakota,Traill,104669,1688.0,26418,459.0
Puerto Rico,Vieques,27151,,4479,
Texas,Shackelford,18263,82.0,3528,15.0
Utah,Piute,8732,182.0,1735,52.0
Illinois,Pope,21947,250.0,4736,31.0
Iowa,Fremont,58626,582.0,13252,141.0
Iowa,Palo Alto,103948,943.0,23183,149.0
Nevada,Lincoln,29190,108.0,7738,31.0
Texas,Kimble,20940,621.0,5255,160.0
Texas,Reeves,150284,3305.0,36716,681.0
Kansas,Anderson,68276,0.0,14341,0.0
Missouri,Laclede,312922,5523.0,68972,1194.0
Nebraska,Dawes,68721,1724.0,15793,549.0
Virginia,Covington city,41866,316.0,8625,101.0
California,Trinity,23945,275.0,6492,45.0
Colorado,Bent,90671,1156.0,21743,201.0
Tennessee,Pickett,71295,2100.0,14758,499.0
Iowa,Ida,80359,2417.0,19604,585.0
Illinois,Edwards,44821,658.0,9872,150.0
Iowa,Emmet,132858,3987.0,27802,733.0
Nebraska,Richardson,55908,1347.0,13717,325.0
Oklahoma,Washita,83518,414.0,18822,84.0
South Dakota,Tripp,74289,1133.0,18264,297.0
Wisconsin,Burnett,123169,2233.0,31206,499.0
Wisconsin,Pepin,75332,494.0,18457,126.0
Missouri,Dent,80910,970.0,19302,176.0
Texas,Archer,62213,691.0,12813,115.0
Texas,Fisher,30340,1146.0,6067,196.0
Texas,Haskell,35263,1350.0,6759,214.0
Arkansas,Little River,122502,6144.0,22284,1151.0
Illinois,Putnam,37010,130.0,8983,0.0
Kentucky,Magoffin,78400,102.0,19945,31.0
Missouri,Schuyler,23101,109.0,5141,31.0
Nebraska,Nuckolls,33286,91.0,8532,31.0
Puerto Rico,Maricao,19248,,3094,
Iowa,Adams,30001,251.0,6834,62.0
Iowa,Lucas,69522,1691.0,13698,199.0
North Dakota,Steele,18723,173.0,4732,41.0
Kansas,Ness,39659,1862.0,9786,441.0
Kentucky,Bell,245080,3805.0,48069,678.0
Nevada,Storey,7690,174.0,1967,59.0
New Mexico,Hidalgo,38610,824.0,6575,162.0
Iowa,Ringgold,42425,995.0,9721,161.0
Kentucky,Wolfe,34379,257.0,7820,40.0
North Carolina,Avery,172072,1336.0,36635,390.0
North Dakota,Bottineau,72484,2559.0,18215,592.0
Oklahoma,Coal,56120,531.0,12061,94.0
Tennessee,Hancock,44082,828.0,8164,127.0
Texas,Mills,36636,1218.0,6407,267.0
Texas,San Saba,56120,1356.0,11267,342.0
Alaska,Bristol Bay plus Lake and Peninsula,27341,0.0,4753,0.0
Alaska,Northwest Arctic Borough,59028,26.0,11938,0.0
Kentucky,Elliott,87814,79.0,22432,28.0
Texas,Hall,27654,949.0,5459,128.0
Wisconsin,Langlade,226817,4370.0,55550,1204.0
Wisconsin,Taylor,195439,2480.0,50210,532.0
Wyoming,Platte,50340,990.0,12156,248.0
California,Sierra,3547,0.0,645,0.0
Kansas,Comanche,13991,528.0,3748,89.0
Kansas,Hodgeman,19221,362.0,4734,124.0
Kansas,Lane,13738,433.0,3502,115.0
Kansas,Trego,35893,519.0,8228,93.0
North Dakota,Griggs,34764,283.0,8772,62.0
California,Lassen,493894,1007.0,108607,175.0
Minnesota,Hubbard,153932,3486.0,40465,1029.0
Missouri,Grundy,83882,2782.0,18659,552.0
Texas,Hardeman,27799,859.0,5844,187.0
Texas,Ward,90980,1194.0,19951,227.0
Nebraska,Chase,41672,296.0,9531,93.0
South Dakota,Jackson,30138,1171.0,7538,248.0
Idaho,Benewah,57388,705.0,10944,116.0
Texas,Presidio,68039,2086.0,16679,370.0
Texas,Hudspeth,45546,991.0,10906,183.0
Iowa,Decatur,52084,334.0,11841,62.0
Missouri,Monroe,59764,650.0,14166,143.0
Missouri,Shannon,54880,1148.0,11801,279.0
Oregon,Lake,25357,348.0,5358,76.0
Texas,Reagan,40646,1285.0,9646,187.0
Wyoming,Weston,56976,286.0,13656,62.0
Alaska,North Slope Borough,89754,205.0,20930,48.0
Kentucky,Lee,107006,1811.0,31065,527.0
Minnesota,Stevens,74040,667.0,19126,162.0
Nevada,Pershing,58170,893.0,9456,78.0
Idaho,Franklin,108858,992.0,26111,233.0
Illinois,Edgar,136533,4367.0,35341,879.0
Missouri,Texas,160761,1737.0,36206,381.0
Nebraska,Thayer,41040,246.0,10102,65.0
Oklahoma,Hughes,113988,1455.0,21762,249.0
Puerto Rico,Culebra,5211,,806,
South Dakota,Edmunds,45124,561.0,9609,103.0
South Dakota,Kingsbury,61646,1268.0,15316,392.0
Ohio,Unknown,1304,27.0,0,0.0
Texas,Kinney,24141,402.0,3622,85.0
Alaska,Dillingham Census Area,17759,89.0,3394,31.0
Missouri,Douglas,80481,2425.0,16464,549.0
Missouri,Mercer,15833,127.0,3385,31.0
South Dakota,Gregory,59065,2786.0,14436,746.0
Nebraska,Boyd,18846,265.0,4793,66.0
Nebraska,Garden,11053,51.0,2658,0.0
Kentucky,Estill,83645,1.0,17916,0.0
Michigan,Iron,102191,4799.0,24129,1126.0
Montana,Rosebud,153254,4343.0,30207,818.0
North Dakota,Dickey,78074,3212.0,19081,967.0
Texas,Irion,7851,45.0,1699,0.0
Kansas,Pawnee,122501,556.0,26760,31.0
South Dakota,Brule,78776,744.0,18934,173.0
South Dakota,Hanson,35750,343.0,9118,92.0
Alaska,Aleutians West Census Area,33774,0.0,4886,0.0
South Dakota,Custer,84046,1076.0,19551,249.0
Nebraska,Garfield,13914,294.0,3687,121.0
Texas,Baylor,21528,858.0,4169,180.0
Texas,Crockett,63006,1698.0,13327,247.0
Texas,Real,33553,1680.0,5267,309.0
North Dakota,LaMoure,54715,1838.0,13473,492.0
North Dakota,Sheridan,11632,211.0,2844,54.0
South Dakota,Dewey,139762,1237.0,36132,257.0
Missouri,Putnam,22473,251.0,5671,31.0
Alaska,Wrangell City and Borough,4431,0.0,690,0.0
Alaska,Aleutians East Borough,10261,2.0,1220,0.0
Alaska,Haines Borough,3343,0.0,575,0.0
Nebraska,Banner,2661,0.0,657,0.0
North Dakota,Kidder,29280,853.0,7364,227.0
Texas,Somervell,82699,1090.0,16478,174.0
Kansas,Washington,43637,722.0,11581,233.0
Michigan,Alger,48500,271.0,12078,62.0
Michigan,Keweenaw,10720,193.0,2435,62.0
Missouri,Knox,20373,209.0,4413,31.0
Wisconsin,Unknown,278999,1040.0,0,0.0
Missouri,Barton,103024,877.0,21822,214.0
Nebraska,Sioux,3778,0.0,758,0.0
Montana,Custer,111050,1249.0,27241,240.0
Utah,Rich,9378,0.0,1733,0.0
Minnesota,Cook,10897,0.0,2960,0.0
South Dakota,Mellette,25962,189.0,6374,45.0
Texas,Schleicher,24220,718.0,5755,157.0
Kansas,Allen,75095,145.0,15978,31.0
Missouri,Dade,64607,2931.0,15620,883.0
South Dakota,Bennett,43530,939.0,10540,200.0
Utah,Beaver,43301,283.0,8321,62.0
Virginia,Dickenson,69727,807.0,15069,98.0
Montana,Fergus,92860,1321.0,24448,326.0
Montana,Valley,81129,909.0,19135,214.0
Texas,Sutton,44841,806.0,10068,161.0
Texas,Upton,25796,885.0,5979,195.0
Virginia,Bland,49130,949.0,11201,173.0
Missouri,Ozark,51950,593.0,10517,115.0
Missouri,Wayne,85088,691.0,18337,130.0
Montana,Dawson,98703,2270.0,25816,575.0
North Dakota,Billings,6441,0.0,1400,0.0
North Dakota,Cavalier,46291,396.0,12346,111.0
Texas,Culberson,33628,673.0,8289,93.0
Oklahoma,Ellis,29268,63.0,8441,5.0
Kansas,Thomas,107931,830.0,26089,197.0
Texas,Menard,20063,411.0,4401,94.0
Nebraska,Harlan,19961,0.0,5122,0.0
Texas,Terrell,5833,116.0,1443,31.0
Kansas,Logan,30581,0.0,8055,0.0
Kansas,Marshall,86651,1727.0,23444,551.0
Montana,Treasure,5161,120.0,1191,31.0
Nebraska,Rock,12799,246.0,2861,62.0
Alaska,Denali Borough,7099,0.0,1684,0.0
Colorado,Jackson,4502,0.0,830,0.0
Idaho,Boise,30757,356.0,6443,62.0
Mississippi,Issaquena,24019,826.0,4229,124.0
Missouri,Joplin,548448,10367.0,113130,1905.0
Montana,Granite,19706,167.0,4646,48.0
Texas,Edwards,23147,392.0,4840,62.0
Idaho,Boundary,65215,770.0,14300,165.0
Idaho,Clearwater,84976,641.0,22682,115.0
Kansas,Elk,11721,0.0,2493,0.0
Nebraska,Sheridan,43451,1036.0,10497,285.0
Nevada,Eureka,4433,0.0,829,0.0
North Dakota,Hettinger,33035,420.0,8068,94.0
Texas,Jeff Davis,11910,94.0,2810,27.0
Kansas,Rush,39430,0.0,9621,0.0
Idaho,Bear Lake,31777,226.0,7246,53.0
Idaho,Oneida,27510,180.0,6721,38.0
Kentucky,Robertson,15073,658.0,3559,123.0
Nebraska,Hooker,6002,196.0,1443,31.0
Oklahoma,Harmon,25402,48.0,5405,0.0
Arkansas,Calhoun,28397,142.0,5817,31.0
Montana,Teton,35086,414.0,8474,97.0
Alaska,Kusilvak Census Area,86004,228.0,18812,74.0
Idaho,Shoshone,100305,4181.0,21528,722.0
Illinois,Scott,40455,71.0,8847,20.0
Montana,Sheridan,37015,391.0,10254,116.0
South Dakota,Campbell,14705,303.0,3381,65.0
Texas,Kenedy,3141,359.0,565,62.0
Texas,Throckmorton,5974,512.0,1281,74.0
Michigan,Ontonagon,38293,1571.0,9248,468.0
Oregon,Gilliam,4691,76.0,898,25.0
Idaho,Lewis,34575,599.0,9178,142.0
Kansas,Graham,24440,286.0,5888,62.0
Kansas,Kingman,62527,873.0,15085,180.0
South Dakota,Haakon,24555,708.0,6210,145.0
West Virginia,Webster,17878,8.0,3368,0.0
North Dakota,Towner,30273,1131.0,7591,300.0
Missouri,Hickory,54290,1019.0,12482,216.0
North Dakota,Logan,25769,759.0,6020,204.0
South Dakota,Butte,100756,1925.0,25184,485.0
South Dakota,Jones,8463,2.0,1975,2.0
Virginia,Bath,17101,174.0,3206,0.0
Kansas,Lincoln,19648,250.0,4822,36.0
Kansas,Russell,79697,1974.0,20647,513.0
Nebraska,McPherson,2893,40.0,581,0.0
New Mexico,Mora,11175,278.0,2373,10.0
Oklahoma,Roger Mills,31808,761.0,6909,180.0
Texas,Foard,8192,466.0,1684,121.0
Nebraska,Pawnee,17012,71.0,4327,20.0
South Dakota,Perkins,30973,793.0,7680,182.0
Kansas,Decatur,27378,146.0,6804,31.0
Kansas,Greeley,11085,0.0,2763,0.0
Montana,Fallon,28281,143.0,8090,34.0
Washington,Garfield,9740,198.0,2195,18.0
Montana,Garfield,9008,187.0,2100,62.0
Colorado,Sedgwick,16749,293.0,3693,62.0
Montana,Sanders,47827,580.0,11028,93.0
Montana,Wibaux,12277,392.0,3192,118.0
Nebraska,Deuel,7387,18.0,1860,0.0
North Dakota,Golden Valley,26406,82.0,5751,0.0
Northern Mariana Islands,Saipan,19249,444.0,3474,62.0
Northern Mariana Islands,Tinian,366,0.0,62,0.0
Texas,Kent,6092,97.0,1325,31.0
Texas,McMullen,7583,234.0,1372,31.0
Montana,Sweet Grass,34737,684.0,9139,165.0
Montana,Blaine,71479,2269.0,17804,629.0
Colorado,Dolores,4773,0.0,1288,0.0
Nebraska,Dundy,12433,438.0,2672,124.0
Texas,Stonewall,10364,428.0,1689,84.0
Idaho,Clark,8127,0.0,1616,0.0
Montana,McCone,16502,2.0,3978,0.0
Nebraska,Perkins,24815,1962.0,6044,335.0
Montana,Chouteau,41153,382.0,10079,98.0
Kansas,Wichita,19756,0.0,5324,0.0
Montana,Judith Basin,8175,29.0,2233,0.0
Montana,Powder River,12147,656.0,2935,155.0
South Dakota,Potter,36242,224.0,9014,61.0
Alaska,Yakutat plus Hoonah-Angoon,8097,74.0,1556,23.0
Minnesota,Lake of the Woods,18042,171.0,4169,31.0
Montana,Daniels,16138,558.0,4153,147.0
Nebraska,Wheeler,2760,0.0,706,0.0
West Virginia,Doddridge,30244,408.0,5675,93.0
Utah,Wayne,8467,0.0,1891,0.0
North Dakota,Adams,24283,139.0,5837,34.0
California,Modoc,23850,164.0,5289,2.0
