State,County,TotalCases,TotalDeaths,Dec2020Cases,Dec2020Deaths
Colorado,Unknown,6823,35.0,0,0.0
Florida,Bradford,316736,3896.0,53747,659.0
Florida,Columbia,1030587,17370.0,164999,3325.0
Florida,DeSoto,494469,8804.0,82495,1421.0
Florida,Flagler,599707,8524.0,98535,1424.0
Florida,Unknown,466107,45.0,93286,0.0
Georgia,Barrow,835166,13930.0,134694,1904.0
Georgia,Butts,272101,12146.0,42803,1457.0
Georgia,Chattooga,262326,6462.0,47229,1251.0
Georgia,Clinch,113255,2537.0,17681,424.0
Georgia,Coffee,666080,16266.0,110281,2578.0
Georgia,Tattnall,248732,4758.0,40260,1027.0
Georgia,Twiggs,64186,2994.0,10049,585.0
Idaho,Valley,61265,415.0,11244,58.0
Illinois,Champaign,1902024,12186.0,390529,2377.0
Illinois,Jo Daviess,169895,2666.0,39311,705.0
Illinois,Livingston,358671,6434.0,86028,1548.0
Illinois,Rock Island,1475471,34606.0,310653,6418.0
Illinois,Stephenson,404877,7133.0,90490,1521.0
Indiana,Monroe,1044744,15974.0,219364,2420.0
Indiana,Morgan,529597,15084.0,107870,2010.0
Indiana,Putnam,307268,6065.0,61672,1054.0
Indiana,Ripley,287772,5336.0,64635,1017.0
Indiana,Scott,239704,5533.0,50687,1022.0
Indiana,Tipton,131877,5963.0,27294,980.0
Iowa,Cerro Gordo,548400,8614.0,125292,1668.0
Iowa,Kossuth,181426,3029.0,42534,660.0
Iowa,Poweshiek,162428,3841.0,34559,628.0
Iowa,Scott,1788102,17904.0,403898,3820.0
Iowa,Sioux,616729,5314.0,127029,1163.0
Iowa,Tama,296980,11140.0,51413,1610.0
Iowa,Woodbury,2033168,26700.0,357718,4652.0
Kansas,Jackson,134586,1203.0,27686,299.0
Kansas,Mitchell,44061,0.0,9706,0.0
Kentucky,Allen,167988,3224.0,29528,516.0
Kentucky,Breathitt,70721,354.0,14991,93.0
Kentucky,Hardin,773623,6754.0,162271,1223.0
Kentucky,Jessamine,352533,4517.0,71374,1230.0
Kentucky,Oldham,560281,7754.0,98984,1313.0
Louisiana,Acadia,880935,27877.0,141781,4053.0
Maryland,Cecil,501676,13480.0,90486,1877.0
Maryland,St. Mary's,523001,17670.0,85414,2342.0
Michigan,Emmet,156858,3860.0,38846,953.0
Michigan,Gladwin,129756,3118.0,32553,648.0
Michigan,Grand Traverse,362592,5781.0,81018,1066.0
Michigan,Roscommon,104248,2807.0,26233,749.0
Minnesota,Le Sueur,243542,1870.0,55325,412.0
Mississippi,Chickasaw,245941,7875.0,41593,1064.0
Mississippi,Montgomery,156679,5127.0,27599,896.0
Mississippi,Oktibbeha,551187,14177.0,91307,2061.0
Mississippi,Pontotoc,452068,6435.0,81454,1071.0
Mississippi,Sunflower,418968,11511.0,66970,1780.0
Mississippi,Tate,358632,9977.0,65430,1652.0
Mississippi,Webster,118076,3962.0,18823,498.0
Nebraska,Dawson,435003,4270.0,70410,676.0
New Hampshire,Sullivan,71323,1095.0,10295,156.0
New Jersey,Salem,475959,25974.0,69123,3180.0
New Mexico,San Juan,1527413,63883.0,254166,8314.0
New York,Cortland,233762,3310.0,48410,454.0
New York,Madison,315621,6514.0,51054,1034.0
New York,St. Lawrence,315084,4918.0,45093,884.0
North Carolina,Cherokee,202700,2687.0,33938,465.0
North Carolina,Cumberland,2140073,26378.0,362401,3942.0
North Carolina,Davie,293601,2479.0,51958,403.0
North Carolina,Granville,602453,12559.0,95678,1859.0
North Carolina,Henderson,818579,20424.0,130615,2672.0
North Carolina,Lee,601994,6405.0,92280,1115.0
North Carolina,Nash,914064,17117.0,163200,3560.0
North Carolina,Robeson,1601923,24611.0,263900,3682.0
North Carolina,Scotland,377988,6938.0,70346,1484.0
North Carolina,Union,1908461,19313.0,313621,2682.0
Ohio,Carroll,135394,2407.0,26758,372.0
Ohio,Clinton,265798,4765.0,56748,922.0
Ohio,Gallia,176620,3358.0,41094,533.0
Ohio,Greene,1136296,15502.0,247759,2955.0
Ohio,Hancock,523473,8913.0,116124,2040.0
Ohio,Portage,888475,22465.0,183653,2719.0
Ohio,Wood,1047236,26227.0,213822,3965.0
Oklahoma,Muskogee,829495,8688.0,169720,1320.0
Oklahoma,Noble,110587,924.0,24287,151.0
Pennsylvania,Columbia,411899,14855.0,64463,1769.0
Pennsylvania,Dauphin,1921275,60811.0,345639,8043.0
Pennsylvania,Fayette,749733,13580.0,149298,1691.0
Pennsylvania,Mercer,645082,16256.0,143578,2783.0
Pennsylvania,Schuylkill,990973,35468.0,184502,6618.0
South Carolina,Colleton,345130,12317.0,52245,1613.0
South Dakota,Brown,584759,5961.0,127015,1354.0
Tennessee,Chester,207701,4137.0,39007,802.0
Tennessee,Franklin,436175,6552.0,88791,1323.0
Tennessee,Gibson,647452,12258.0,129783,2471.0
Tennessee,Houston,105422,2947.0,21634,651.0
Tennessee,Loudon,543679,4653.0,100459,812.0
Tennessee,Marion,247506,3828.0,47285,689.0
Tennessee,McMinn,554600,10922.0,110790,1852.0
Tennessee,Perry,99228,2536.0,21105,696.0
Virginia,Amherst,203359,1220.0,35090,244.0
Virginia,Bedford,438549,4516.0,76563,806.0
Virginia,Culpeper,489769,4950.0,80690,581.0
Virginia,Fluvanna,126714,2650.0,19574,282.0
Virginia,Lee,187093,3254.0,37209,666.0
Virginia,Louisa,141536,1613.0,21857,270.0
Virginia,Rockingham,600218,8162.0,95027,1177.0
Washington,Whitman,389564,3482.0,80171,783.0
Alabama,Franklin,568537,8300.0,90590,1084.0
Alabama,Houston,1078371,14003.0,194780,1607.0
Alabama,Tallapoosa,421607,25209.0,65500,2934.0
Alaska,Juneau City and Borough,143004,453.0,29403,93.0
Alaska,Matanuska-Susitna Borough,679058,2049.0,169212,332.0
Colorado,La Plata,250235,2530.0,59103,506.0
Colorado,Logan,454806,6079.0,88660,1467.0
Colorado,Teller,117867,1528.0,26378,189.0
Georgia,Burke,268979,4145.0,43655,520.0
Georgia,Catoosa,492987,6273.0,86279,1066.0
Georgia,Harris,261759,6222.0,37692,881.0
Georgia,Liberty,335821,5434.0,54411,947.0
Georgia,Madison,276366,3889.0,47008,660.0
Georgia,Morgan,183667,1309.0,30398,260.0
Georgia,Pierce,260061,5782.0,43216,975.0
Georgia,Washington,235573,5326.0,39727,1228.0
Hawaii,Unknown,202,6.0,0,0.0
Illinois,Monroe,384208,9443.0,82044,1666.0
Illinois,Unknown,310908,35486.0,0,0.0
Indiana,Dubois,568383,8458.0,111735,1188.0
Iowa,Hancock,140654,2341.0,32530,591.0
Iowa,Wapello,498868,16195.0,89629,2629.0
Kansas,Bourbon,112546,672.0,23354,93.0
Kansas,Lyon,480233,9320.0,95098,1656.0
Kentucky,Logan,250379,7814.0,46054,1142.0
Louisiana,Allen,443470,13356.0,70720,2170.0
Louisiana,Grant,197004,6895.0,36831,1098.0
Louisiana,Lincoln,487374,13294.0,92530,2023.0
Louisiana,Natchitoches,432576,9783.0,76544,1679.0
Louisiana,Richland,277357,5320.0,48650,1089.0
Louisiana,St. Martin,646238,17380.0,101500,2395.0
Maine,Knox,46323,555.0,8615,124.0
Maryland,Garrett,144429,3811.0,36849,807.0
Maryland,Queen Anne's,259609,7167.0,42734,840.0
Michigan,Chippewa,312460,2222.0,74373,489.0
Michigan,Kalamazoo,1621009,39764.0,345857,6422.0
Michigan,Muskegon,1396100,36794.0,320874,7253.0
Michigan,Newaygo,275084,3370.0,62953,815.0
Minnesota,Big Stone,50859,269.0,12286,77.0
Minnesota,Cass,206198,2350.0,54526,468.0
Minnesota,Lac qui Parle,62435,1262.0,16065,282.0
Minnesota,Sherburne,886774,7558.0,218228,1580.0
Mississippi,Lamar,637461,9797.0,109905,1649.0
Mississippi,Marion,287368,10665.0,46431,1700.0
Mississippi,Tallahatchie,213564,5358.0,34165,886.0
Missouri,Adair,215543,1022.0,46014,143.0
Missouri,Callaway,443084,2711.0,104264,481.0
Missouri,Camden,415840,8001.0,87806,1714.0
Missouri,Clay,924643,15348.0,189713,2703.0
Missouri,Clinton,152428,5972.0,34015,1565.0
Missouri,Lafayette,261683,5123.0,56387,1071.0
Missouri,Moniteau,188768,2672.0,42888,490.0
Missouri,Perry,248839,2410.0,53357,478.0
Missouri,St. Francois,844621,8301.0,181319,1771.0
Missouri,Taney,504324,8115.0,105806,1429.0
Nebraska,Madison,502211,4619.0,110999,1035.0
Nebraska,Washington,194807,2012.0,45508,424.0
Nevada,Douglas,216586,1846.0,49411,329.0
New Mexico,Chaves,822320,10408.0,192255,2145.0
New York,Cayuga,334792,4430.0,55063,401.0
New York,Oswego,420121,4800.0,78997,669.0
New York,Otsego,168834,2848.0,28706,242.0
North Carolina,Alamance,1550892,22242.0,273545,3479.0
North Carolina,Vance,421848,13843.0,69782,1948.0
North Dakota,Walsh,191103,2098.0,47935,588.0
Ohio,Knox,305226,4225.0,67069,660.0
Ohio,Logan,279135,3073.0,61972,664.0
Ohio,Madison,384401,4649.0,75902,646.0
Ohio,Sandusky,405921,8483.0,85804,1356.0
Ohio,Washington,334796,8370.0,72617,1010.0
Oklahoma,Pontotoc,374814,3036.0,78736,535.0
Oregon,Hood River,107383,1444.0,19348,216.0
Pennsylvania,Cambria,891839,24032.0,221776,5067.0
South Carolina,Chester,358473,6808.0,59331,1262.0
South Carolina,Georgetown,649247,13953.0,101943,2216.0
South Carolina,Oconee,735411,9460.0,133887,1599.0
South Dakota,Codington,420688,6959.0,97529,1919.0
South Dakota,Hughes,243513,3078.0,57828,728.0
South Dakota,Lyman,72964,1315.0,15399,271.0
South Dakota,Pennington,1371654,17694.0,313950,3406.0
Texas,Morris,74217,1629.0,12289,252.0
Utah,Iron,423267,1847.0,81373,354.0
Vermont,Unknown,2466,122.0,254,0.0
Virginia,Danville city,358825,9057.0,62348,1741.0
Virginia,Rockbridge,81435,1393.0,13189,104.0
Washington,Adams,250691,2503.0,46587,444.0
Washington,Douglas,414263,2851.0,73785,406.0
Wisconsin,Dodge,1327830,14594.0,315660,3305.0
Alabama,Autauga,645935,9042.0,108652,1355.0
Alabama,Morgan,1444272,14479.0,274307,2191.0
Arizona,Unknown,32,107.0,0,0.0
Arkansas,Columbia,208849,5936.0,41906,1042.0
Arkansas,Conway,168168,2226.0,30775,317.0
Arkansas,Crawford,623964,8131.0,117922,1542.0
Arkansas,Cross,187106,4808.0,35176,967.0
Arkansas,Hot Spring,605869,8142.0,100911,1532.0
Arkansas,Lawrence,215368,5604.0,42506,1021.0
Arkansas,Pike,89196,1268.0,16470,194.0
Arkansas,Stone,103493,3734.0,19580,790.0
Arkansas,Union,356816,11940.0,60574,2023.0
Arkansas,White,586404,9393.0,117936,1938.0
Arkansas,Woodruff,45441,338.0,8552,40.0
California,Calaveras,149788,3351.0,25150,682.0
California,Merced,2923812,40877.0,482707,6634.0
California,Mono,110063,668.0,21543,103.0
Colorado,Delta,180926,3320.0,35588,538.0
Colorado,Fremont,455237,2252.0,119572,375.0
Colorado,Huerfano,26771,1511.0,7400,382.0
Georgia,Baker,29472,1341.0,4407,186.0
Georgia,Ben Hill,241862,7234.0,39326,1270.0
Georgia,Bryan,335230,3828.0,53102,578.0
Georgia,Camden,397275,3609.0,66855,657.0
Georgia,Colquitt,611448,10939.0,89022,1584.0
Georgia,Crisp,227762,7080.0,35909,1139.0
Georgia,Fannin,220905,6337.0,37405,1227.0
Georgia,Greene,177174,6056.0,27923,869.0
Georgia,Irwin,101304,2418.0,16935,476.0
Georgia,Jasper,116780,1849.0,20398,219.0
Georgia,Macon,87554,3501.0,12345,496.0
Georgia,Meriwether,194060,4035.0,28821,596.0
Georgia,Mitchell,269146,14270.0,36057,1602.0
Georgia,Pulaski,97465,4703.0,16169,909.0
Georgia,Seminole,109743,2404.0,18882,372.0
Georgia,Stephens,346809,9242.0,58867,1515.0
Idaho,Bannock,764084,6849.0,175654,1499.0
Idaho,Cassia,354757,2737.0,73839,598.0
Illinois,Grundy,467050,5085.0,106897,1058.0
Indiana,Brown,83097,2265.0,17530,232.0
Indiana,Dearborn,479511,9657.0,98897,1219.0
Indiana,Decatur,287644,14895.0,57284,1844.0
Indiana,Gibson,364379,6050.0,81368,1392.0
Indiana,Jackson,485343,6028.0,100925,1287.0
Indiana,Lawrence,395369,13037.0,82246,1819.0
Indiana,Montgomery,348013,8746.0,71367,1172.0
Indiana,Ohio,49507,1492.0,9851,217.0
Indiana,Porter,1547973,23691.0,343195,3889.0
Indiana,Starke,184447,5153.0,41146,1089.0
Indiana,Sullivan,195786,3703.0,43907,661.0
Indiana,Warrick,687760,17169.0,136262,2573.0
Iowa,Buchanan,178911,2029.0,41488,440.0
Iowa,Cedar,172100,2123.0,39255,498.0
Iowa,Jasper,401340,9983.0,80277,1521.0
Iowa,Warren,502860,4106.0,104207,782.0
Kansas,Doniphan,84651,534.0,19267,137.0
Kansas,Pottawatomie,142945,677.0,27005,90.0
Kansas,Woodson,15584,0.0,2827,0.0
Kentucky,Martin,77077,1165.0,17570,298.0
Kentucky,McCracken,510290,5175.0,116681,1059.0
Kentucky,Menifee,29924,421.0,5096,31.0
Kentucky,Muhlenberg,334088,5808.0,53241,954.0
Kentucky,Simpson,150631,2614.0,30860,288.0
Louisiana,Vernon,329641,12840.0,54870,2142.0
Maine,Waldo,53251,4615.0,9572,523.0
Michigan,Hillsdale,307939,10807.0,68590,1517.0
Michigan,Isabella,407895,6706.0,94378,1047.0
Michigan,Kalkaska,59852,1775.0,13769,290.0
Michigan,Lapeer,565230,17919.0,117586,2671.0
Michigan,Manistee,87885,1707.0,16349,364.0
Michigan,Unknown,389614,2816.0,149929,669.0
Mississippi,Choctaw,75217,1904.0,13450,277.0
Mississippi,Newton,266418,6552.0,42044,962.0
Mississippi,Noxubee,172849,4243.0,25675,558.0
Missouri,Cape Girardeau,949181,13539.0,211164,2940.0
Missouri,Franklin,849331,15674.0,178846,3108.0
Missouri,Jefferson,2137397,21917.0,456015,3671.0
Missouri,Pemiscot,186432,3644.0,37320,607.0
Montana,Jefferson,83709,387.0,20257,63.0
Nebraska,Saunders,226977,1471.0,48894,285.0
New Mexico,Cibola,370101,10181.0,76735,1790.0
New Mexico,Curry,512331,5008.0,113599,1112.0
New York,Chemung,550446,9830.0,119361,2321.0
New York,Orleans,201024,15091.0,29544,1851.0
North Carolina,Montgomery,330264,8655.0,51507,1371.0
North Carolina,Randolph,1246585,20395.0,210011,3260.0
North Carolina,Transylvania,141219,1934.0,22377,299.0
North Dakota,Dunn,46843,884.0,10508,202.0
Ohio,Champaign,227523,2463.0,47863,478.0
Ohio,Crawford,293745,6305.0,64945,1030.0
Ohio,Fairfield,1261859,13984.0,253028,2158.0
Ohio,Highland,246280,2615.0,52612,558.0
Oklahoma,Mayes,336690,4136.0,64308,674.0
Oklahoma,Wagoner,663577,9700.0,112815,1267.0
Oregon,Clatsop,77666,287.0,14439,47.0
Pennsylvania,Armstrong,387960,9524.0,81298,1768.0
Pennsylvania,Bradford,338062,6418.0,78286,1478.0
Pennsylvania,Carbon,368557,14498.0,64281,2383.0
Pennsylvania,Clearfield,425136,5855.0,91739,933.0
Pennsylvania,Juniata,156940,5859.0,32888,911.0
Pennsylvania,Somerset,473918,9754.0,108043,1381.0
South Carolina,Chesterfield,408769,10950.0,63243,1769.0
South Dakota,Brookings,379479,2961.0,85077,746.0
Tennessee,Claiborne,215898,2971.0,40408,403.0
Tennessee,DeKalb,261742,4509.0,52017,835.0
Tennessee,Grundy,155747,2669.0,30862,458.0
Tennessee,Hardin,363251,5888.0,68869,980.0
Tennessee,Lincoln,370082,3750.0,78781,821.0
Tennessee,Madison,1074821,21744.0,209552,4150.0
Tennessee,Overton,295671,5113.0,57052,1198.0
Texas,Chambers,452080,4368.0,74535,732.0
Texas,Comal,1040232,30992.0,170254,4340.0
Texas,Falls,163519,2387.0,30091,481.0
Texas,Grayson,947351,23103.0,170953,4238.0
Texas,Hidalgo,8837624,388121.0,1479273,66235.0
Texas,Jefferson,2310035,39997.0,372303,6150.0
Texas,Nueces,5261050,98712.0,833227,16073.0
Texas,Parker,1105976,13687.0,197794,2497.0
Texas,Unknown,0,1.0,0,0.0
Texas,Victoria,1103264,22351.0,167956,3425.0
Vermont,Caledonia,30012,282.0,6051,71.0
Vermont,Orleans,30884,395.0,7414,92.0
Virginia,Chesapeake city,1580949,18610.0,245515,2796.0
Virginia,Halifax,177158,4137.0,30040,811.0
Virginia,Unknown,87,912.0,0,0.0
Washington,Unknown,9352,292.0,32,32.0
West Virginia,Berkeley,776795,7725.0,148544,1244.0
West Virginia,Harrison,350683,4546.0,67337,857.0
West Virginia,Preston,181985,3157.0,35967,605.0
West Virginia,Wood,529002,6843.0,118663,975.0
Wyoming,Sweetwater,323730,2239.0,78122,412.0
Alabama,Blount,630106,8669.0,121270,1590.0
Alabama,Butler,291440,11056.0,41741,1358.0
Alabama,Cherokee,204484,4429.0,38180,728.0
Alabama,Chilton,467437,8512.0,80899,1491.0
Alabama,Clay,174766,4677.0,31941,915.0
Alabama,Cleburne,143930,2697.0,28176,463.0
Alabama,Colbert,663168,9998.0,122851,1666.0
Alabama,Dallas,509578,9973.0,78701,1103.0
Alabama,Etowah,1387963,19978.0,260127,2497.0
Alabama,Lawrence,275702,6858.0,51747,1194.0
Alabama,Marshall,1410112,15892.0,247308,2151.0
Alabama,Pickens,255158,4860.0,46033,732.0
Alabama,Pike,361437,4266.0,55266,588.0
Alabama,Russell,513888,1344.0,78128,164.0
Alabama,Wilcox,165737,3790.0,23845,578.0
Arkansas,Drew,178492,2653.0,36642,348.0
California,Inyo,87648,3666.0,13239,558.0
California,Sutter,795342,6898.0,159314,1133.0
Colorado,Otero,151395,4486.0,40386,710.0
Florida,Gadsden,729710,11110.0,111503,1804.0
Georgia,Decatur,348938,8491.0,55794,1479.0
Georgia,Dodge,215564,8231.0,38272,1794.0
Georgia,Jackson,816666,11877.0,139397,2012.0
Georgia,Jones,186532,3503.0,29590,719.0
Georgia,Long,79364,1060.0,12759,155.0
Georgia,Taylor,78618,2709.0,14428,405.0
Georgia,Thomas,493446,18193.0,72809,2571.0
Georgia,Ware,560492,16451.0,89919,2522.0
Georgia,White,302083,6326.0,52796,981.0
Georgia,Wilkes,101309,1852.0,16753,307.0
Idaho,Fremont,111411,1498.0,25456,369.0
Idaho,Idaho,118458,1387.0,28852,435.0
Idaho,Jefferson,261138,1703.0,58173,391.0
Idaho,Nez Perce,347648,8497.0,85000,1288.0
Idaho,Payette,295026,3144.0,58341,614.0
Illinois,Douglas,223329,3301.0,50774,690.0
Illinois,Marshall,69126,1164.0,15829,240.0
Illinois,Morgan,370541,9926.0,84655,2132.0
Indiana,DeKalb,351049,6966.0,79700,1474.0
Indiana,Jasper,293526,3459.0,65308,786.0
Indiana,Rush,149801,2095.0,29879,318.0
Iowa,Benton,241135,3928.0,58232,952.0
Kansas,Crawford,450759,4168.0,90540,736.0
Kansas,Neosho,137684,1050.0,29512,198.0
Kansas,Shawnee,1506501,26990.0,308636,5520.0
Kentucky,Grayson,185747,5471.0,35121,837.0
Kentucky,Laurel,489018,2443.0,95760,375.0
Kentucky,McCreary,129337,1051.0,27644,106.0
Kentucky,Wayne,158370,2195.0,33314,279.0
Louisiana,Jackson,221238,7210.0,39539,1089.0
Louisiana,Jefferson Davis,382687,11386.0,62840,1801.0
Louisiana,Morehouse,298796,7550.0,55398,1217.0
Louisiana,Union,315937,13008.0,49774,1908.0
Louisiana,Winn,200817,5154.0,34893,854.0
Maryland,Kent,123692,7252.0,18470,798.0
Massachusetts,Dukes,64187,56.0,12035,0.0
Michigan,Iosco,135553,6949.0,30672,1185.0
Michigan,Lenawee,779901,9972.0,144414,1634.0
Michigan,Marquette,500330,6975.0,129490,1373.0
Michigan,Sanilac,163058,6427.0,39085,1314.0
Michigan,Van Buren,494252,9605.0,112696,2025.0
Minnesota,Goodhue,344573,6136.0,82519,1120.0
Minnesota,Winona,443078,7515.0,102467,1191.0
Mississippi,Calhoun,181373,3446.0,29729,466.0
Mississippi,Prentiss,300295,6329.0,55931,1189.0
Missouri,Cooper,187228,1821.0,41893,434.0
Missouri,McDonald,354861,3896.0,56135,758.0
Missouri,Montgomery,57583,894.0,13142,210.0
Missouri,Newton,519942,6595.0,99540,1257.0
Missouri,Platte,319468,4012.0,63709,575.0
Missouri,Ralls,77380,638.0,17956,118.0
Missouri,Randolph,187773,1858.0,44772,389.0
Missouri,Shelby,36007,390.0,8175,53.0
Montana,Hill,193996,4019.0,46784,953.0
Nebraska,Dodge,545701,6070.0,105089,1240.0
Nevada,Lyon,254678,4786.0,56113,942.0
New Mexico,Eddy,549582,8626.0,117733,1788.0
New Mexico,Rio Arriba,281572,5399.0,57231,986.0
New York,Chautauqua,473931,5259.0,77670,401.0
New York,Franklin,98894,975.0,15579,270.0
North Carolina,Bertie,191119,4298.0,32939,812.0
North Carolina,Burke,924915,14160.0,160693,2204.0
North Carolina,Caldwell,806791,5429.0,145100,806.0
North Carolina,Cleveland,946241,21155.0,169847,3850.0
North Carolina,Duplin,780442,15345.0,117735,1991.0
North Carolina,Hertford,221750,7914.0,36288,1349.0
North Carolina,Lenoir,478479,10811.0,84954,1869.0
North Carolina,McDowell,437689,6978.0,77743,1136.0
North Carolina,Northampton,177814,5705.0,29095,820.0
North Dakota,Foster,60859,1703.0,16240,569.0
North Dakota,Stark,547882,6308.0,120383,1324.0
Ohio,Fayette,213586,3232.0,44257,745.0
Ohio,Lawrence,428490,6762.0,89415,1363.0
Ohio,Mercer,522031,10410.0,110516,2221.0
Ohio,Pickaway,1099805,13371.0,161641,1547.0
Ohio,Seneca,385165,5971.0,87021,854.0
Ohio,Wayne,705530,26278.0,151938,3945.0
Oklahoma,Adair,276468,2927.0,47977,407.0
Oklahoma,Bryan,520293,4164.0,104504,838.0
Oklahoma,Carter,399076,3127.0,68362,497.0
Oklahoma,Creek,558767,10784.0,105092,1761.0
Oklahoma,Delaware,405229,8730.0,75442,1276.0
Oklahoma,Osage,420197,5136.0,77500,676.0
Oklahoma,Pottawatomie,700553,5485.0,142311,840.0
Oklahoma,Stephens,355882,3738.0,72565,634.0
Oregon,Lincoln,153979,3117.0,24041,502.0
Pennsylvania,Greene,188040,1780.0,37530,266.0
Pennsylvania,Lawrence,481957,15548.0,103870,3039.0
Pennsylvania,Lycoming,645370,16900.0,129830,2417.0
Pennsylvania,Warren,134316,4439.0,28014,342.0
Rhode Island,Bristol,316863,9545.0,53888,1542.0
Rhode Island,Kent,1283625,37956.0,243256,5062.0
Rhode Island,Newport,363505,2278.0,57325,271.0
Rhode Island,Providence,8824165,279214.0,1513356,36180.0
Rhode Island,Washington,592920,23244.0,106618,3053.0
South Carolina,Marion,317505,10062.0,49735,1661.0
South Carolina,Union,233305,5603.0,41173,1065.0
South Carolina,Williamsburg,410187,11876.0,58789,1724.0
South Dakota,Lincoln,849251,7128.0,192085,1803.0
South Dakota,Meade,273526,2779.0,63285,607.0
Tennessee,Bedford,618214,9108.0,116971,1513.0
Tennessee,Hawkins,449783,7960.0,88525,1398.0
Tennessee,Lewis,135956,2067.0,30626,538.0
Tennessee,White,348881,4928.0,71821,923.0
Texas,Atascosa,417002,10607.0,72189,1602.0
Texas,Austin,163305,2495.0,25522,414.0
Texas,Blanco,50610,1551.0,7394,209.0
Texas,Burnet,315927,4491.0,53899,675.0
Texas,Coryell,587742,4939.0,91699,736.0
Texas,Eastland,97529,2329.0,19490,366.0
Texas,Erath,370892,4867.0,71666,787.0
Texas,Fayette,183619,5881.0,31250,954.0
Texas,Gaines,157560,3596.0,34630,709.0
Texas,Grimes,340994,8165.0,50145,1274.0
Texas,Guadalupe,1124211,19540.0,180763,2940.0
Texas,Hale,740248,18331.0,146628,3412.0
Texas,Hardin,480787,9143.0,79606,1410.0
Texas,Hopkins,244828,8899.0,52807,1947.0
Texas,Hunt,586020,13228.0,100145,2204.0
Texas,Kaufman,1297823,18092.0,224446,3113.0
Texas,Kendall,185882,4135.0,32876,768.0
Texas,Lamar,551265,14208.0,102423,2519.0
Texas,Liberty,660009,15227.0,107870,2445.0
Texas,Limestone,197900,4354.0,32563,647.0
Texas,Llano,87719,2090.0,14984,198.0
Texas,Maverick,1099498,32198.0,173452,5656.0
Texas,Milam,197044,2466.0,32855,312.0
Texas,Orange,716689,11620.0,127363,1914.0
Texas,Robertson,139789,2183.0,22308,334.0
Texas,San Patricio,444614,16806.0,73688,2825.0
Texas,Terry,166896,4354.0,36598,1050.0
Texas,Tom Green,1695719,24142.0,339345,4793.0
Texas,Walker,1137114,16494.0,162526,2380.0
Texas,Wharton,400361,12832.0,64089,2226.0
Texas,Wilson,320018,6892.0,52512,939.0
Utah,Unknown,89923,974.0,16221,63.0
Vermont,Lamoille,34646,344.0,6307,31.0
Virginia,Frederick,536884,4727.0,93258,696.0
Virginia,Fredericksburg city,183312,1513.0,26849,223.0
Virginia,Madison,47656,812.0,7489,124.0
Virginia,Manassas city,602556,6703.0,80609,890.0
Virginia,Mathews,39038,354.0,7202,56.0
Virginia,Nelson,52891,542.0,8219,110.0
Virginia,Nottoway,148044,4385.0,26275,738.0
Virginia,Orange,150819,1855.0,23476,292.0
Virginia,Roanoke,590473,7222.0,119041,1473.0
Virginia,Shenandoah,369574,15619.0,55464,2103.0
Washington,Ferry,18547,243.0,4393,35.0
Washington,Okanogan,293425,4164.0,47705,826.0
West Virginia,Logan,235655,9461.0,40917,1670.0
West Virginia,Marion,246763,2212.0,41395,288.0
West Virginia,Ohio,300703,4850.0,64410,845.0
West Virginia,Raleigh,346730,3755.0,66873,691.0
Wisconsin,Grant,572464,11086.0,131177,2350.0
Wisconsin,Iowa,195648,812.0,48652,192.0
Wisconsin,Juneau,298014,1531.0,69287,256.0
Wisconsin,Monroe,415303,2723.0,97448,613.0
Wyoming,Albany,413820,1091.0,103179,279.0
Alabama,Bullock,172883,4611.0,23348,619.0
Alabama,Choctaw,100417,4087.0,14311,634.0
Alabama,Coosa,75978,1495.0,13637,161.0
Alabama,Crenshaw,164481,6665.0,25335,1021.0
Alabama,DeKalb,993652,10825.0,186979,1553.0
Alabama,Lowndes,200314,7675.0,27191,958.0
Alabama,Marengo,278165,5846.0,47239,781.0
Arizona,La Paz,233373,5806.0,35106,798.0
Arizona,Mohave,1799594,67225.0,286360,9138.0
Arkansas,Chicot,249256,5055.0,40929,900.0
Arkansas,Howard,168376,2826.0,30009,506.0
Arkansas,Lonoke,569649,9429.0,106325,2115.0
Arkansas,Randolph,194866,5891.0,38282,1120.0
Colorado,Kit Carson,54482,1452.0,12061,255.0
Colorado,Rio Grande,58265,1038.0,9882,157.0
Colorado,Washington,42027,973.0,9669,298.0
Florida,Washington,321883,5748.0,53568,893.0
Georgia,Calhoun,81925,2553.0,10536,341.0
Georgia,Franklin,270363,4255.0,46943,768.0
Georgia,Haralson,244427,5586.0,49780,1035.0
Georgia,McDuffie,220497,4754.0,34920,730.0
Georgia,Toombs,384336,11871.0,60344,2164.0
Idaho,Custer,25690,252.0,5657,48.0
Idaho,Unknown,1219,0.0,0,0.0
Illinois,Franklin,378989,5644.0,85197,1264.0
Illinois,Tazewell,1196372,22557.0,274387,4748.0
Indiana,Fountain,167060,2705.0,38938,515.0
Indiana,Marshall,578266,10316.0,124091,1922.0
Indiana,Orange,166962,8547.0,30736,951.0
Indiana,Posey,240020,2710.0,49855,736.0
Indiana,Warren,58557,966.0,12564,205.0
Iowa,Appanoose,115154,3744.0,27595,898.0
Iowa,Clayton,168708,4064.0,39345,855.0
Iowa,Des Moines,445511,4374.0,101592,863.0
Iowa,Mahaska,220945,6583.0,47014,961.0
Iowa,Monona,78693,1484.0,15714,371.0
Iowa,Page,162055,1175.0,39739,306.0
Kansas,Jefferson,137561,1855.0,29826,283.0
Kansas,Sumner,161422,2219.0,34473,293.0
